ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,LSTM,HybridForecast
2011-12-28 12:50:00,268.63383719528764,-55.1344513052868,592.3354335394766,268.46190816451843,268.77015806527646,-2.7829161184454727,-2.7829161184454727,-2.7829161184454727,4.899170919501018,4.899170919501018,4.899170919501018,-7.682087037946491,-7.682087037946491,-7.682087037946491,0.0,0.0,0.0,265.85092107684216,255.7783465333469,260.81463380509456
2011-12-29 12:50:00,268.6402088707821,-66.06073322639584,620.1156852643937,268.45464789065227,268.7910367177392,-0.1876487996099964,-0.1876487996099964,-0.1876487996099964,5.57477556407741,5.57477556407741,5.57477556407741,-5.762424363687407,-5.762424363687407,-5.762424363687407,0.0,0.0,0.0,268.4525600711721,255.7785224318318,262.11554125150195
2011-12-30 12:50:00,268.6465805462765,-73.2155741028892,597.2717953264769,268.4497743571214,268.8108633878523,-2.116838537905085,-2.116838537905085,-2.116838537905085,1.638375732039484,1.638375732039484,1.638375732039484,-3.755214269944569,-3.755214269944569,-3.755214269944569,0.0,0.0,0.0,266.5297420083714,255.7786455607712,261.1541937845713
2011-12-31 12:50:00,268.65295222177093,-110.98721345624344,560.7585305160219,268.43697383986336,268.8311651037598,-40.285307097312185,-40.285307097312185,-40.285307097312185,-38.5973776022421,-38.5973776022421,-38.5973776022421,-1.6879294950700856,-1.6879294950700856,-1.6879294950700856,0.0,0.0,0.0,228.3676451244588,255.7787159201652,242.073180522312
2012-01-01 12:50:00,268.6593238972653,-55.86284539505642,603.8177917909705,268.43005076908435,268.8576657260679,-3.387352251198444,-3.387352251198444,-3.387352251198444,-3.796952962697747,-3.796952962697747,-3.796952962697747,0.4096007114993019,0.4096007114993019,0.4096007114993019,0.0,0.0,0.0,265.2719716460669,255.7787862795591,260.525378962813
2012-01-02 12:50:00,268.6656955727598,-52.763961896245874,627.3185310315203,268.41711816925573,268.88265243666274,24.162233619466367,24.162233619466367,24.162233619466367,21.656583822605164,21.656583822605164,21.656583822605164,2.505649796861205,2.505649796861205,2.505649796861205,0.0,0.0,0.0,292.8279291922261,255.7788214592561,274.3033753257411
2012-01-03 12:50:00,268.6720672482542,-22.395897147173503,624.9179625725286,268.40514730241983,268.91058711788867,13.19254666967977,13.19254666967977,13.19254666967977,8.625424526727436,8.625424526727436,8.625424526727436,4.567122142952333,4.567122142952333,4.567122142952333,0.0,0.0,0.0,281.864613917934,255.7788214592561,268.8217176885951
2012-01-04 12:50:00,268.6784389237486,-41.72695507887429,601.2673256267212,268.38296133139585,268.9363664134682,11.45931137887701,11.45931137887701,11.45931137887701,4.899170919515736,4.899170919515736,4.899170919515736,6.560140459361273,6.560140459361273,6.560140459361273,0.0,0.0,0.0,280.13775030262565,255.7788214592561,267.9582858809409
2012-01-05 12:50:00,268.6848105992431,-57.18516570051162,605.3248786157476,268.3749925115661,268.9578126484673,14.025456059143028,14.025456059143028,14.025456059143028,5.574775564097367,5.574775564097367,5.574775564097367,8.450680495045662,8.450680495045662,8.450680495045662,0.0,0.0,0.0,282.71026665838616,255.77885663895307,269.2445616486696
2012-01-06 12:50:00,268.6911822747375,-47.39014825383078,604.3702957740542,268.3510673152542,268.99238751955244,11.843615264800892,11.843615264800892,11.843615264800892,1.6383757320135948,1.6383757320135948,1.6383757320135948,10.205239532787296,10.205239532787296,10.205239532787296,0.0,0.0,0.0,280.53479753953843,255.77885663895307,268.1568270892458
2012-01-07 12:50:00,268.697553950232,-77.53805769847698,590.6906465238112,268.32781111483564,269.0283266692826,-26.80585386020288,-26.80585386020288,-26.80585386020288,-38.59737760226351,-38.59737760226351,-38.59737760226351,11.791523742060637,11.791523742060637,11.791523742060637,0.0,0.0,0.0,241.89170009002908,255.77885663895307,248.83527836449107
2012-01-08 12:50:00,268.7039256257264,-60.51050022367081,590.578308722196,268.31129980137456,269.05517689841656,9.382185474198645,9.382185474198645,9.382185474198645,-3.796952962762201,-3.796952962762201,-3.796952962762201,13.179138436960844,13.179138436960844,13.179138436960844,0.0,0.0,0.0,278.086111099925,255.7788742288016,266.9324926643633
