epoch,step,train_loss
12,11899,0.0021491232328116894
12,11949,0.00313396705314517
12,11999,0.0019370641093701124
12,12049,0.0018555412534624338
12,12099,0.0026943611446768045
12,12149,0.002046323847025633
12,12199,0.0018812606576830149
12,12249,0.0026089062448590994
12,12299,0.0066613745875656605
12,12349,0.0014097405364736915
12,12399,0.0017371346475556493
12,12449,0.004011673387140036
12,12499,0.0015112928813323379
12,12549,0.0018321453826501966
12,12599,0.002054736251011491
12,12649,0.0033093246165663004
12,12699,0.0017408927669748664
12,12749,0.017337238416075706
13,12799,0.0018452850636094809
13,12849,0.001122468151152134
13,12899,0.0016514721792191267
13,12949,0.0021953012328594923
13,12999,0.0018465460743755102
13,13049,0.005962661933153868
13,13099,0.0021616225130856037
13,13149,0.0021650628186762333
13,13199,0.006212991662323475
13,13249,0.0036952258087694645
13,13299,0.0024059866555035114
13,13349,0.0024853702634572983
13,13399,0.003522679442539811
13,13449,0.0038211916107684374
13,13499,0.001227118307724595
13,13549,0.0029351012781262398
13,13599,0.0019633998163044453
13,13649,0.003246104810386896
13,13699,0.0212274007499218
14,13749,0.0027097405400127172
14,13799,0.0009423184674233198
14,13849,0.007518179249018431
14,13899,0.001208696630783379
14,13949,0.002100046956911683
14,13999,0.0013613116461783648
14,14049,0.0020454663317650557
14,14099,0.0011043667327612638
14,14149,0.0024472051300108433
14,14199,0.002209603087976575
14,14249,0.0012053698301315308
14,14299,0.001047457568347454
14,14349,0.001704796333797276
14,14399,0.002536759013310075
14,14449,0.0014946371084079146
14,14499,0.002081122947856784
14,14549,0.0029075853526592255
14,14599,0.0020510314498096704
14,14649,0.0013289472553879023
14,14699,0.004588393494486809
15,14749,0.0012833887012675405
15,14799,0.0009477654821239412
15,14849,0.0018237743061035872
15,14899,0.0032419892959296703
15,14949,0.005183122120797634
15,14999,0.0011921122204512358
15,15049,0.007045221980661154
15,15099,0.001575888367369771
15,15149,0.003820315934717655
15,15199,0.0021467029582709074
15,15249,0.0024688788689672947
15,15299,0.0007789527880959213
15,15349,0.00377590861171484
15,15399,0.005036575254052877
15,15449,0.0024923933669924736
15,15499,0.0022116394247859716
15,15549,0.0016120467334985733
15,15599,0.0017475830391049385
15,15649,0.0022457323502749205
15,15699,0.0020632955711334944
16,15749,0.005526951514184475
16,15799,0.0009409345802851021
16,15849,0.0019272860372439027
16,15899,0.0019047397654503584
16,15949,0.001220009638927877
16,15999,0.003722570603713393
16,16049,0.002307954942807555
16,16099,0.004287536721676588
16,16149,0.00522727333009243
16,16199,0.0035107601433992386
16,16249,0.0013597393408417702
16,16299,0.006610233336687088
16,16349,0.003947998862713575
16,16399,0.0018090266967192292
16,16449,0.00140237039886415
16,16499,0.0010175664210692048
16,16549,0.0018037224654108286
16,16599,0.011561565101146698
16,16649,0.0010722697479650378
17,16699,0.0018789642490446568
17,16749,0.0032566762529313564
17,16799,0.0023839252535253763
17,16849,0.002143113175407052
17,16899,0.00928377266973257
17,16949,0.0027530298102647066
17,16999,0.0010009882971644402
17,17049,0.002209731377661228
17,17099,0.0039108614437282085
17,17149,0.006983875297009945
17,17199,0.0012470666551962495
17,17249,0.0032650846987962723
17,17299,0.0028982674703001976
17,17349,0.005484140478074551
17,17399,0.0015268303686752915
17,17449,0.0011786570539698005
17,17499,0.0014545981539413333
17,17549,0.0030967339407652617
17,17599,0.0022566919215023518
17,17649,0.0022530057467520237
18,17699,0.0020225225016474724
18,17749,0.0019347534980624914
18,17799,0.002458745613694191
18,17849,0.0067335739731788635
18,17899,0.005882451310753822
18,17949,0.0019093990558758378
18,17999,0.0020757075399160385
18,18049,0.0040242732502520084
18,18099,0.0011541347485035658
18,18149,0.004485250450670719
18,18199,0.0015761054819449782
18,18249,0.0028056863229721785
18,18299,0.00315300514921546
18,18349,0.0029699376318603754
18,18399,0.002808077959343791
18,18449,0.009425417520105839
18,18499,0.003252943977713585
18,18549,0.0012795303482562304
18,18599,0.0024026185274124146
18,18649,0.0019103919621556997
19,18699,0.001825491664931178
19,18749,0.0016210677567869425
19,18799,0.002028057584539056
19,18849,0.0012314646737650037
19,18899,0.0016110149445012212
19,18949,0.0028392761014401913
19,18999,0.0029792003333568573
19,19049,0.0033237640745937824
19,19099,0.004736301954835653
19,19149,0.003174982964992523
19,19199,0.0011763181537389755
19,19249,0.0029235705733299255
19,19299,0.0017076812218874693
19,19349,0.0007222321582958102
19,19399,0.003026832127943635
19,19449,0.00479903956875205
19,19499,0.0038950133603066206
19,19549,0.0011152400402352214
19,19599,0.002008104929700494
